Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Female,Loyal Customer,57,Business travel,Business,466,3,3,3,3,3,3,2,3,3,3,3,3,3,5,0,4.0,satisfied
Female,Loyal Customer,30,Business travel,Business,3942,4,4,4,4,4,4,4,4,3,4,5,3,4,4,0,0.0,satisfied
Male,Loyal Customer,31,Business travel,Eco,493,5,1,1,1,5,5,5,5,1,5,1,3,2,5,0,0.0,satisfied
Female,Loyal Customer,35,Business travel,Business,1587,3,3,3,3,4,5,4,5,5,5,5,3,5,5,12,6.0,satisfied
Female,Loyal Customer,45,Business travel,Business,2394,4,4,4,4,2,4,5,4,4,4,4,3,4,5,0,0.0,satisfied
Female,Loyal Customer,50,Business travel,Business,762,1,1,1,1,2,4,4,4,4,4,4,4,4,3,0,20.0,satisfied
Male,Loyal Customer,46,Business travel,Business,148,0,5,0,4,4,4,5,5,5,5,4,4,5,5,0,1.0,satisfied
Female,Loyal Customer,50,Business travel,Business,257,1,1,3,1,5,5,5,5,5,5,5,3,5,3,0,1.0,satisfied
Male,Loyal Customer,19,Business travel,Business,563,3,2,2,2,3,3,3,3,4,3,4,3,4,3,1,0.0,neutral or dissatisfied
Male,Loyal Customer,29,Business travel,Business,1517,4,5,5,5,4,4,4,4,3,3,3,1,4,4,0,2.0,neutral or dissatisfied
Female,Loyal Customer,44,Business travel,Business,277,3,3,3,3,3,5,5,4,4,4,4,3,4,4,0,0.0,satisfied
Male,Loyal Customer,15,Personal Travel,Eco Plus,895,1,5,2,3,4,2,4,4,3,2,4,4,5,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,41,Business travel,Business,1590,1,1,2,1,2,5,5,5,5,5,5,4,5,3,0,0.0,satisfied
Male,Loyal Customer,35,Personal Travel,Eco,373,3,1,1,2,2,1,2,2,2,4,1,4,2,2,0,4.0,neutral or dissatisfied
Male,Loyal Customer,14,Personal Travel,Eco Plus,495,3,4,5,3,2,5,2,2,5,4,4,4,5,2,0,0.0,neutral or dissatisfied
Male,disloyal Customer,20,Business travel,Eco,472,4,2,4,3,1,4,1,1,1,2,4,2,4,1,0,5.0,neutral or dissatisfied
Female,disloyal Customer,20,Business travel,Eco,522,1,0,0,1,5,0,3,5,4,1,5,1,1,5,7,18.0,neutral or dissatisfied
Male,Loyal Customer,22,Personal Travel,Eco,414,3,2,3,4,1,3,3,1,3,1,4,3,4,1,2,0.0,neutral or dissatisfied
Male,Loyal Customer,37,Business travel,Eco,304,4,1,1,1,4,4,4,4,3,1,3,2,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,25,Business travel,Business,496,4,4,4,4,4,4,4,4,3,2,5,4,5,4,0,0.0,satisfied
Male,Loyal Customer,39,Business travel,Business,1460,2,2,2,2,4,4,5,4,4,4,4,5,4,5,0,21.0,satisfied
Male,Loyal Customer,35,Business travel,Business,594,4,5,5,5,3,3,2,4,4,4,4,1,4,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Eco,188,4,4,4,4,4,4,4,4,4,1,2,3,2,4,0,0.0,satisfied
Male,disloyal Customer,52,Personal Travel,Eco,257,3,1,3,3,4,3,4,4,2,4,4,2,4,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,27,Personal Travel,Eco,299,2,5,5,4,4,5,4,4,5,3,5,4,5,4,15,6.0,neutral or dissatisfied
Female,Loyal Customer,43,Personal Travel,Eco,210,2,2,2,4,2,3,3,4,4,2,4,4,4,1,44,48.0,neutral or dissatisfied
Female,Loyal Customer,23,Personal Travel,Eco,296,4,4,4,3,4,4,4,4,1,2,3,2,4,4,55,63.0,neutral or dissatisfied
Female,Loyal Customer,22,Personal Travel,Eco,250,2,5,2,2,3,2,3,3,5,4,4,5,5,3,0,0.0,neutral or dissatisfied
Female,disloyal Customer,37,Business travel,Eco,500,2,3,2,2,3,2,3,3,2,2,5,3,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,19,Personal Travel,Business,1215,3,2,3,1,2,3,5,2,1,3,1,4,2,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,23,Personal Travel,Eco,986,2,5,2,2,2,2,3,2,4,2,5,5,5,2,0,9.0,neutral or dissatisfied
Female,Loyal Customer,20,Personal Travel,Eco,480,3,1,3,3,3,3,1,3,2,3,3,4,2,3,22,18.0,neutral or dissatisfied
Male,Loyal Customer,51,Business travel,Business,1726,3,3,3,3,2,4,4,5,5,5,5,3,5,3,0,0.0,satisfied
Female,Loyal Customer,53,Personal Travel,Eco,366,2,4,2,2,3,5,5,2,2,2,2,1,2,5,83,83.0,neutral or dissatisfied
Female,disloyal Customer,23,Business travel,Eco,166,4,3,4,1,4,4,4,4,4,1,4,5,1,4,0,0.0,satisfied
Male,Loyal Customer,14,Personal Travel,Eco Plus,1197,2,4,2,1,2,2,2,2,3,4,4,3,5,2,1,4.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,3038,4,4,4,4,5,4,4,5,5,5,5,3,5,4,12,4.0,satisfied
Male,Loyal Customer,29,Business travel,Business,1024,2,2,2,2,4,4,4,4,3,2,5,3,4,4,15,13.0,satisfied
Female,Loyal Customer,49,Business travel,Business,317,3,2,3,3,3,5,4,4,4,4,4,5,4,5,13,5.0,satisfied
Male,Loyal Customer,40,Business travel,Business,2133,3,3,3,3,2,5,5,4,4,4,4,4,4,4,14,0.0,satisfied
Female,Loyal Customer,42,Personal Travel,Eco,1476,4,1,3,3,3,2,4,1,1,3,1,2,1,2,64,74.0,neutral or dissatisfied
Male,Loyal Customer,28,Business travel,Business,2226,1,1,1,1,5,5,5,5,1,5,1,5,1,5,1,0.0,satisfied
Female,Loyal Customer,43,Business travel,Business,1697,2,2,2,2,5,4,4,5,5,5,5,3,5,5,0,0.0,satisfied
Male,disloyal Customer,27,Business travel,Business,462,2,2,2,2,5,2,5,5,3,2,4,4,5,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,49,Business travel,Business,2002,5,5,5,5,3,5,5,4,4,4,4,4,4,3,0,0.0,satisfied
Female,Loyal Customer,42,Business travel,Business,3818,1,1,1,1,2,2,3,4,4,4,4,2,4,5,0,0.0,satisfied
Male,Loyal Customer,52,Business travel,Business,1158,4,4,4,4,2,5,5,5,5,5,5,5,5,4,0,0.0,satisfied
Male,Loyal Customer,64,Personal Travel,Eco,237,3,4,3,5,5,3,3,5,4,5,5,4,5,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,19,Personal Travel,Eco,599,2,2,2,4,1,2,1,1,1,4,2,3,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,36,Personal Travel,Eco,447,2,4,2,1,1,2,1,1,4,3,4,5,5,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,52,Business travel,Business,3975,4,4,4,4,5,5,4,5,5,5,5,3,5,5,0,0.0,satisfied
Female,Loyal Customer,44,Personal Travel,Eco Plus,1020,2,4,2,3,2,3,4,2,2,2,2,4,2,3,0,15.0,neutral or dissatisfied
Male,Loyal Customer,64,Personal Travel,Eco,712,2,5,2,4,2,2,2,2,4,4,5,4,5,2,0,0.0,neutral or dissatisfied
Female,disloyal Customer,25,Business travel,Business,1121,3,0,3,2,1,3,1,1,4,3,5,4,4,1,23,12.0,neutral or dissatisfied
Male,Loyal Customer,22,Business travel,Business,819,4,4,4,4,3,4,3,3,2,1,5,4,3,3,55,43.0,satisfied
Male,Loyal Customer,65,Personal Travel,Eco,835,4,3,4,4,5,4,5,5,1,1,3,2,3,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,32,Business travel,Business,1615,4,2,2,2,4,3,4,4,4,5,4,2,3,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,51,Personal Travel,Eco,295,2,5,2,2,1,2,1,1,3,3,4,3,5,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,53,Personal Travel,Eco,438,2,2,2,3,3,2,3,3,3,4,2,1,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,56,Personal Travel,Eco,239,2,3,2,5,3,2,4,3,5,1,3,1,3,3,21,17.0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Business,2269,1,3,3,3,4,3,3,1,1,1,1,4,1,4,50,46.0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Eco,985,3,3,3,3,3,3,3,3,1,1,2,3,2,3,29,28.0,neutral or dissatisfied
Male,Loyal Customer,42,Personal Travel,Eco,545,3,5,2,1,2,2,2,2,2,4,3,2,5,2,21,16.0,neutral or dissatisfied
Male,Loyal Customer,49,Business travel,Business,2172,3,3,3,3,3,3,3,3,3,4,3,3,2,3,164,177.0,neutral or dissatisfied
Male,Loyal Customer,70,Personal Travel,Eco,746,1,2,1,4,2,1,5,2,1,3,3,4,4,2,45,49.0,neutral or dissatisfied
Male,Loyal Customer,63,Business travel,Business,2227,3,4,4,4,2,4,3,3,3,3,3,2,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,53,Personal Travel,Eco,515,4,2,2,4,2,2,2,2,3,4,3,4,3,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,12,Personal Travel,Eco,594,1,5,1,2,1,1,3,1,5,2,2,4,2,1,29,22.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,2405,4,5,2,2,4,3,4,4,4,3,4,1,4,3,4,11.0,neutral or dissatisfied
Female,Loyal Customer,72,Business travel,Business,3325,2,2,4,2,3,5,4,5,5,5,5,4,5,3,0,0.0,satisfied
Female,disloyal Customer,43,Business travel,Eco,1034,2,2,2,2,1,2,1,1,4,1,3,4,2,1,7,0.0,neutral or dissatisfied
Male,Loyal Customer,26,Business travel,Business,834,1,1,1,1,3,4,3,3,3,1,4,3,4,3,0,6.0,satisfied
Female,Loyal Customer,27,Personal Travel,Eco,486,2,2,1,4,1,1,5,1,4,4,4,3,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Business,945,5,5,5,5,5,5,4,2,2,2,2,4,2,5,0,0.0,satisfied
Female,Loyal Customer,39,Business travel,Business,1922,1,1,1,1,5,5,5,4,4,4,4,3,4,4,0,0.0,satisfied
Male,Loyal Customer,58,Business travel,Business,2265,3,5,3,3,4,1,1,3,3,3,3,4,3,3,0,0.0,satisfied
Male,Loyal Customer,52,Business travel,Business,2377,4,4,4,4,3,4,5,4,4,4,4,4,4,5,5,0.0,satisfied
Male,Loyal Customer,68,Business travel,Eco Plus,192,2,4,4,4,3,2,3,3,4,3,2,4,2,3,70,72.0,neutral or dissatisfied
Male,disloyal Customer,22,Business travel,Business,997,4,4,4,2,3,4,3,3,3,4,5,5,4,3,0,0.0,satisfied
Male,Loyal Customer,51,Business travel,Business,323,3,3,3,3,3,5,4,5,5,4,5,5,5,4,0,0.0,satisfied
Male,disloyal Customer,26,Business travel,Eco,605,2,3,2,4,5,2,5,5,4,5,3,3,4,5,3,0.0,neutral or dissatisfied
Male,disloyal Customer,38,Business travel,Eco,719,1,1,1,3,3,1,3,3,2,2,3,3,2,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Business,929,5,2,5,5,5,4,5,4,4,4,4,4,4,3,1,1.0,satisfied
Male,Loyal Customer,41,Business travel,Business,2607,2,2,2,2,4,5,5,4,4,4,4,3,4,4,6,0.0,satisfied
Female,disloyal Customer,37,Business travel,Business,259,2,2,2,3,5,2,5,5,3,3,4,3,3,5,128,125.0,neutral or dissatisfied
Male,Loyal Customer,34,Business travel,Business,2475,2,3,2,2,4,4,4,1,1,4,1,4,3,4,0,0.0,satisfied
Male,Loyal Customer,36,Business travel,Business,1926,1,2,2,2,3,3,3,1,1,1,1,3,1,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,40,Business travel,Business,3924,2,2,2,2,4,5,4,4,4,4,4,3,4,3,0,0.0,satisfied
Male,Loyal Customer,42,Business travel,Business,2117,4,4,4,4,3,1,5,3,3,3,3,2,3,1,0,9.0,satisfied
Female,Loyal Customer,59,Business travel,Business,2727,1,4,4,4,3,1,1,1,1,1,1,2,1,1,15,8.0,neutral or dissatisfied
Female,Loyal Customer,60,Business travel,Business,2288,5,5,5,5,5,4,4,5,5,5,5,3,5,3,44,14.0,satisfied
Female,Loyal Customer,50,Business travel,Business,2955,1,1,1,1,4,5,4,3,3,3,3,5,3,5,26,22.0,satisfied
Male,Loyal Customer,31,Business travel,Eco,240,3,5,5,5,3,3,3,3,1,4,4,1,4,3,0,9.0,neutral or dissatisfied
Male,Loyal Customer,33,Business travel,Eco Plus,160,0,0,0,2,2,0,2,2,1,2,5,5,4,2,4,0.0,satisfied
Male,Loyal Customer,16,Personal Travel,Eco Plus,1590,2,4,2,1,2,2,2,2,4,3,4,4,5,2,21,15.0,neutral or dissatisfied
Female,Loyal Customer,23,Business travel,Business,526,5,5,5,5,4,4,4,4,3,5,4,3,5,4,0,0.0,satisfied
Male,Loyal Customer,29,Business travel,Business,926,2,2,2,2,4,4,4,4,3,2,4,4,4,4,0,18.0,satisfied
Female,Loyal Customer,35,Business travel,Business,545,2,2,2,2,5,4,4,5,5,5,5,3,5,4,4,0.0,satisfied
Male,Loyal Customer,57,Business travel,Business,1521,4,4,3,4,4,5,4,2,2,3,2,3,2,5,0,0.0,satisfied
Male,Loyal Customer,44,Business travel,Business,829,1,1,1,1,3,4,4,4,4,4,4,4,4,5,11,2.0,satisfied
Female,Loyal Customer,39,Personal Travel,Eco,386,3,2,3,3,3,3,3,3,1,2,4,4,3,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,55,Personal Travel,Eco,201,1,2,1,4,3,3,3,5,5,1,5,3,5,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,24,Business travel,Business,1721,2,2,1,2,5,5,5,5,1,1,3,2,2,5,0,0.0,satisfied
Female,Loyal Customer,20,Business travel,Eco,1504,5,4,4,4,5,5,5,5,2,4,1,4,1,5,0,0.0,satisfied
Male,Loyal Customer,26,Business travel,Eco Plus,872,5,2,2,2,5,5,5,5,1,5,2,1,1,5,0,2.0,satisfied
Male,Loyal Customer,43,Business travel,Business,1744,2,2,2,2,5,5,5,4,4,5,4,3,4,3,59,52.0,satisfied
Male,Loyal Customer,29,Personal Travel,Eco,600,1,4,0,2,3,0,3,3,2,4,5,5,2,3,7,32.0,neutral or dissatisfied
Male,Loyal Customer,40,Business travel,Business,502,3,3,3,3,3,4,4,4,4,4,4,5,4,5,7,0.0,satisfied
Female,Loyal Customer,33,Personal Travel,Eco,239,1,4,1,3,2,1,2,2,2,5,4,4,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,16,Personal Travel,Eco Plus,432,3,4,3,1,4,3,4,4,4,5,5,4,5,4,44,48.0,neutral or dissatisfied
Female,Loyal Customer,10,Personal Travel,Eco,895,3,4,3,3,3,3,3,3,4,3,3,4,4,3,57,51.0,neutral or dissatisfied
Male,Loyal Customer,21,Personal Travel,Eco,404,2,5,2,3,4,2,4,4,5,2,5,3,5,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,18,Personal Travel,Eco,1020,3,3,4,3,3,4,2,3,1,4,3,4,3,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,30,Personal Travel,Business,554,3,5,3,4,3,3,2,3,4,5,5,3,5,3,2,0.0,neutral or dissatisfied
Female,disloyal Customer,35,Business travel,Eco,101,1,2,1,3,2,1,2,2,4,1,3,1,4,2,14,13.0,neutral or dissatisfied
Female,Loyal Customer,8,Personal Travel,Eco,373,1,3,1,2,4,1,4,4,1,1,2,5,2,4,0,0.0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,2610,1,1,4,1,3,4,3,5,5,5,5,2,5,3,0,0.0,satisfied
Female,Loyal Customer,36,Personal Travel,Eco,101,4,3,4,5,5,4,5,5,4,1,2,2,5,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,51,Business travel,Business,2639,1,1,1,1,5,4,4,4,4,4,4,3,4,3,0,0.0,satisfied
Male,Loyal Customer,63,Business travel,Business,2575,1,5,5,5,1,4,3,1,1,1,1,1,1,4,16,10.0,neutral or dissatisfied
Male,Loyal Customer,43,Business travel,Business,3788,4,4,4,4,3,5,4,4,4,4,4,3,4,3,0,0.0,satisfied
Female,Loyal Customer,62,Business travel,Business,1538,2,2,2,2,2,3,3,5,5,5,5,5,5,5,0,0.0,satisfied
Male,Loyal Customer,28,Business travel,Business,2136,2,1,1,1,2,2,2,2,3,2,3,2,3,2,23,96.0,neutral or dissatisfied
Female,Loyal Customer,63,Business travel,Business,1671,4,4,4,4,5,4,5,5,5,5,5,4,5,5,0,0.0,satisfied
Female,disloyal Customer,26,Business travel,Eco,693,3,3,3,3,3,3,3,3,5,5,1,1,1,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,13,Personal Travel,Eco,1205,2,1,2,4,1,2,1,1,1,1,3,1,4,1,1,0.0,neutral or dissatisfied
Male,Loyal Customer,46,Personal Travel,Eco,121,4,4,4,1,3,4,3,3,3,4,1,3,4,3,0,0.0,satisfied
Male,Loyal Customer,55,Personal Travel,Eco,911,3,2,3,4,5,3,5,5,1,1,4,4,4,5,0,0.0,neutral or dissatisfied
Male,Loyal Customer,7,Personal Travel,Eco,213,3,4,0,4,4,0,4,4,4,4,5,5,5,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,48,Personal Travel,Business,303,2,4,2,2,5,4,5,2,2,2,2,4,2,3,0,2.0,neutral or dissatisfied
Female,disloyal Customer,29,Business travel,Business,785,2,2,2,4,4,2,3,4,4,3,5,4,5,4,0,0.0,neutral or dissatisfied
Female,disloyal Customer,37,Business travel,Eco Plus,462,4,4,4,2,3,4,3,3,5,5,1,4,2,3,0,0.0,neutral or dissatisfied
Female,Loyal Customer,40,Business travel,Business,3526,3,3,3,3,3,4,4,4,4,4,4,3,4,5,8,0.0,satisfied
Male,Loyal Customer,49,Personal Travel,Eco,399,2,5,2,5,5,2,5,5,4,5,4,5,4,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,19,Personal Travel,Eco Plus,912,2,5,2,1,3,2,4,3,5,4,5,5,5,3,2,0.0,neutral or dissatisfied
Female,Loyal Customer,9,Personal Travel,Eco Plus,925,2,4,2,3,4,2,3,4,4,4,5,4,5,4,2,20.0,neutral or dissatisfied
Female,Loyal Customer,43,Business travel,Business,395,4,4,3,4,3,5,4,5,5,5,5,3,5,3,45,24.0,satisfied
Female,Loyal Customer,22,Personal Travel,Eco,550,3,3,3,4,4,3,4,4,2,1,4,1,4,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,57,Business travel,Business,3363,2,1,1,1,5,4,4,2,2,2,2,4,2,3,0,0.0,neutral or dissatisfied
Male,Loyal Customer,37,Personal Travel,Eco,946,3,5,2,2,2,2,2,2,4,3,5,2,5,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,22,Business travel,Eco,674,1,1,1,1,1,1,3,1,4,3,4,1,4,1,0,0.0,neutral or dissatisfied
Female,Loyal Customer,31,Business travel,Business,1670,3,3,3,3,5,4,5,5,3,3,4,3,4,5,0,0.0,satisfied
Male,Loyal Customer,39,Personal Travel,Eco,913,3,5,3,5,2,3,2,2,5,3,3,3,4,2,21,1.0,neutral or dissatisfied
Male,Loyal Customer,34,Business travel,Business,2928,3,3,2,3,4,4,4,5,5,5,5,5,5,5,0,0.0,satisfied
Female,Loyal Customer,12,Personal Travel,Eco,266,4,2,4,3,4,4,4,4,3,1,3,4,4,4,0,0.0,neutral or dissatisfied
Female,disloyal Customer,23,Business travel,Eco,807,3,3,3,4,4,3,4,4,2,1,3,1,3,4,13,0.0,neutral or dissatisfied
Female,disloyal Customer,26,Business travel,Business,345,4,4,4,2,1,4,1,1,4,4,5,3,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,45,Business travel,Business,247,2,2,2,2,5,4,4,5,5,5,5,4,5,3,28,14.0,satisfied
Male,disloyal Customer,57,Business travel,Business,228,2,2,2,2,5,2,5,5,5,3,3,1,2,5,0,0.0,satisfied
Male,Loyal Customer,16,Personal Travel,Eco,1514,3,4,3,4,4,3,4,4,2,3,4,1,4,4,7,0.0,neutral or dissatisfied
Female,Loyal Customer,31,Personal Travel,Eco,929,3,1,3,3,3,3,4,3,2,1,3,4,3,3,10,5.0,neutral or dissatisfied
Male,disloyal Customer,26,Business travel,Business,1171,3,3,3,3,3,3,3,3,1,1,3,4,3,3,124,117.0,neutral or dissatisfied
Male,Loyal Customer,11,Personal Travel,Eco,991,2,4,2,4,2,1,1,1,4,3,3,1,2,1,207,205.0,neutral or dissatisfied
Male,Loyal Customer,9,Business travel,Business,3740,4,3,5,3,4,4,4,4,1,1,4,4,3,4,112,97.0,neutral or dissatisfied
Female,disloyal Customer,25,Business travel,Business,592,5,0,4,1,5,4,5,5,3,2,5,5,4,5,0,0.0,satisfied
Male,Loyal Customer,66,Personal Travel,Eco,337,2,4,2,5,4,2,5,4,5,5,4,5,4,4,9,3.0,neutral or dissatisfied
Female,disloyal Customer,48,Business travel,Eco,239,3,2,3,3,2,3,5,2,2,1,2,3,2,2,13,2.0,neutral or dissatisfied
Male,Loyal Customer,61,Business travel,Business,3403,2,2,2,2,5,5,4,5,5,5,5,3,5,5,10,5.0,satisfied
Male,Loyal Customer,50,Personal Travel,Eco,383,5,2,5,4,2,5,2,2,1,2,4,2,4,2,0,0.0,satisfied
Male,Loyal Customer,18,Personal Travel,Business,861,3,4,4,1,5,4,5,5,4,5,5,4,4,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,69,Personal Travel,Business,2136,1,5,1,4,2,5,4,1,1,1,1,4,1,3,0,1.0,neutral or dissatisfied
Male,disloyal Customer,26,Business travel,Business,723,3,3,3,2,5,3,5,5,3,5,4,5,5,5,8,0.0,neutral or dissatisfied
Male,Loyal Customer,26,Business travel,Eco Plus,594,1,2,2,2,1,1,2,1,1,3,3,4,4,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,46,Business travel,Eco,609,5,1,1,1,5,5,5,5,4,3,4,4,4,5,0,0.0,satisfied
Male,Loyal Customer,68,Personal Travel,Eco,304,2,4,2,3,5,2,5,5,3,2,4,4,4,5,2,0.0,neutral or dissatisfied
Male,disloyal Customer,39,Business travel,Business,480,1,1,1,1,1,1,4,1,3,5,5,3,5,1,30,15.0,neutral or dissatisfied
Male,Loyal Customer,45,Personal Travel,Eco,589,4,4,4,2,5,4,5,5,4,2,5,3,4,5,0,0.0,neutral or dissatisfied
Male,disloyal Customer,27,Business travel,Eco,129,3,3,3,3,5,3,4,5,5,5,2,2,3,5,0,5.0,neutral or dissatisfied
Male,Loyal Customer,46,Business travel,Business,331,4,4,4,4,4,1,3,4,4,4,4,3,4,1,0,0.0,satisfied
Male,Loyal Customer,16,Personal Travel,Eco Plus,821,2,3,2,3,5,2,5,5,4,1,2,3,2,5,0,0.0,neutral or dissatisfied
Female,Loyal Customer,23,Personal Travel,Eco,2342,3,5,3,4,1,3,1,1,1,1,4,3,1,1,0,0.0,neutral or dissatisfied
Male,Loyal Customer,65,Business travel,Business,3663,3,3,3,3,2,4,3,4,4,4,4,5,4,5,1,,satisfied
Male,Loyal Customer,37,Personal Travel,Eco Plus,1598,4,4,4,3,5,4,5,5,4,4,4,4,4,5,0,0.0,satisfied
Male,Loyal Customer,23,Business travel,Business,395,3,2,2,2,3,3,3,3,4,2,3,4,2,3,56,55.0,neutral or dissatisfied
Female,Loyal Customer,23,Business travel,Business,2117,4,4,4,4,4,4,4,4,3,1,5,5,2,4,23,17.0,satisfied
Male,Loyal Customer,64,Personal Travel,Eco,1259,4,5,4,2,2,4,2,2,4,5,3,4,4,2,20,5.0,satisfied
Female,Loyal Customer,18,Personal Travel,Eco,772,1,4,1,3,2,1,2,2,1,2,3,2,3,2,0,,neutral or dissatisfied
Female,disloyal Customer,38,Business travel,Eco,446,2,3,2,2,3,2,4,3,2,4,3,1,2,3,16,17.0,neutral or dissatisfied
Male,Loyal Customer,56,Business travel,Business,2375,0,0,0,2,5,5,5,5,5,5,5,4,5,5,121,110.0,satisfied
Female,Loyal Customer,38,Business travel,Business,1547,4,4,4,4,4,5,5,4,4,4,4,5,4,4,5,0.0,satisfied
Male,Loyal Customer,42,Business travel,Business,237,3,3,3,3,3,4,5,5,5,5,5,3,5,5,0,2.0,satisfied
Male,Loyal Customer,22,Personal Travel,Eco Plus,1189,3,4,4,4,1,4,1,1,5,2,5,5,5,1,39,41.0,neutral or dissatisfied
Female,Loyal Customer,58,Personal Travel,Eco,812,4,2,4,4,5,4,3,1,1,4,1,2,1,2,0,0.0,neutral or dissatisfied
Male,Loyal Customer,65,Personal Travel,Eco,1069,4,5,4,1,4,4,4,4,5,3,5,5,5,4,0,0.0,neutral or dissatisfied
Female,Loyal Customer,48,Business travel,Business,562,3,3,3,3,5,4,4,3,3,4,3,5,3,4,0,0.0,satisfied
Male,Loyal Customer,49,Business travel,Business,2433,2,2,2,2,5,4,5,4,4,4,4,4,4,3,0,0.0,satisfied
Female,Loyal Customer,41,Personal Travel,Eco,432,0,4,0,3,4,0,4,4,2,4,4,2,4,4,0,0.0,satisfied
Male,Loyal Customer,46,Business travel,Eco Plus,191,1,2,2,2,1,1,1,1,1,1,4,2,4,1,21,3.0,neutral or dissatisfied
Female,Loyal Customer,49,Business travel,Business,1620,2,2,2,2,2,5,4,4,4,4,4,4,4,3,7,9.0,satisfied
Female,Loyal Customer,60,Business travel,Business,3537,1,1,1,1,2,3,5,5,5,5,5,4,5,5,10,0.0,satisfied
Male,Loyal Customer,53,Business travel,Business,1712,1,1,1,1,2,4,5,4,4,4,4,3,4,3,3,7.0,satisfied
Female,Loyal Customer,19,Personal Travel,Eco Plus,483,2,1,4,3,2,4,2,2,2,1,3,3,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,46,Personal Travel,Eco,1189,3,2,3,3,5,3,3,3,3,3,3,4,3,3,0,7.0,neutral or dissatisfied
Male,disloyal Customer,22,Business travel,Eco,1117,2,2,2,4,5,2,5,5,5,3,4,4,5,5,0,0.0,satisfied
Female,Loyal Customer,37,Personal Travel,Eco Plus,528,2,5,2,5,5,2,5,5,3,5,4,4,4,5,59,83.0,neutral or dissatisfied
Male,Loyal Customer,55,Business travel,Eco,834,5,3,5,3,5,5,5,5,1,4,3,3,4,5,15,0.0,satisfied
Male,Loyal Customer,60,Business travel,Eco,2267,2,2,2,2,2,2,2,2,2,5,4,1,3,2,0,0.0,neutral or dissatisfied
Female,Loyal Customer,50,Personal Travel,Business,2486,2,3,2,3,3,3,3,1,1,2,1,3,1,1,21,5.0,neutral or dissatisfied
Female,Loyal Customer,64,Personal Travel,Eco Plus,589,3,4,3,2,2,5,4,3,3,3,2,3,3,5,37,26.0,neutral or dissatisfied
Male,Loyal Customer,46,Business travel,Business,2004,5,5,5,5,4,4,5,4,4,4,4,5,4,3,17,3.0,satisfied
Female,Loyal Customer,56,Business travel,Business,689,3,3,3,3,5,4,4,4,4,5,4,3,4,3,0,0.0,satisfied
Male,Loyal Customer,31,Business travel,Business,2474,5,5,5,5,4,4,4,4,4,2,2,4,1,4,0,0.0,satisfied
Female,Loyal Customer,21,Personal Travel,Eco,372,3,4,3,4,1,3,1,1,3,2,5,2,5,1,40,23.0,neutral or dissatisfied
Female,Loyal Customer,11,Personal Travel,Eco,1029,4,4,4,3,3,4,3,3,4,2,3,4,4,3,0,0.0,satisfied
Male,Loyal Customer,21,Personal Travel,Eco,1947,2,5,2,3,1,2,1,1,4,4,5,5,1,1,18,13.0,neutral or dissatisfied
